,SMALL LoBM,ME1 BM2,SMALL HiBM,BIG LoBM,ME2 BM2,BIG HiBM
201211,   1.0919,   1.0501,   0.8674,   1.1244,   0.3005,  -0.3317
201212,   2.6308,   3.5231,   4.4199,  -0.1907,   1.2208,   5.0406
201301,   6.8825,   6.3328,   5.8106,   4.4787,   6.0958,   7.4690
201302,   1.0361,   0.8297,   1.3242,   1.3647,   1.3768,   1.3000
201303,   5.1794,   4.5564,   4.5439,   3.7607,   4.0516,   4.0252
201304,  -0.7799,  -0.8551,  -0.1701,   1.8584,   1.2847,   2.1417
201305,   5.0181,   5.3979,   5.1990,   1.9508,   1.4377,   7.0326
201306,  -0.2285,   0.3472,  -0.1188,  -1.7702,  -0.3864,  -1.8251
201307,   7.3782,   7.1271,   7.8817,   5.6309,   4.8920,   6.2744
201308,  -1.0564,  -3.5183,  -3.8395,  -1.7433,  -3.1653,  -4.3434
201309,   6.3864,   6.3646,   5.6102,   4.0527,   3.1904,   2.3976
201310,   1.0547,   3.0312,   3.9460,   4.1757,   4.7556,   3.7778
201311,   5.2456,   3.9094,   4.5237,   3.2912,   1.8741,   4.6570
201312,   1.8902,   2.7971,   1.8888,   2.1376,   3.7106,   2.0897
201401,  -0.0994,  -4.1130,  -3.6886,  -3.3492,  -3.3583,  -3.8951
201402,   4.0182,   4.8129,   5.1966,   5.0204,   4.6768,   3.2149
201403,  -3.4319,   1.1643,   1.3785,  -0.5888,   0.7922,   4.4634
201404,  -6.3720,  -3.1101,  -2.7400,   0.3706,   0.9417,  -0.9228
201405,  -0.6874,   0.8640,   0.0861,   2.4590,   2.0113,   1.4194
201406,   7.1983,   5.0634,   4.4407,   1.6430,   2.8017,   3.0089
201407,  -6.3824,  -6.3393,  -5.4594,  -1.4006,  -1.6522,  -2.2657
201408,   5.0712,   4.0535,   4.5295,   4.7978,   3.2260,   4.4380
201409,  -4.7302,  -5.3059,  -6.4390,  -0.9312,  -2.4773,  -1.9052
201410,   7.5086,   5.7874,   5.2151,   2.8233,   1.5928,   1.4990
201411,   1.7865,  -0.2507,  -1.0665,   3.7087,   2.5528,   0.3802
201412,   2.0778,   2.8769,   3.2662,  -1.3474,   0.1043,   2.0002
201501,  -2.8575,  -4.8679,  -5.1879,  -1.5607,  -3.2987,  -6.3993
201502,   7.6759,   6.9540,   5.0056,   6.4876,   5.8840,   5.4379
201503,   2.0451,   1.8063,   1.1345,  -1.3767,  -1.5381,  -1.2115
201504,  -3.2024,  -2.0456,  -0.7281,   0.3415,   1.2764,   1.5106
201505,   2.8938,   2.6779,   0.8810,   1.2186,   1.5029,   0.9607
201506,   2.7223,   0.3058,   0.6035,  -1.8323,  -1.9434,  -1.2916
201507,  -0.2299,  -2.4283,  -5.6037,   2.9657,   1.2570,   0.0800
201508,  -9.3032,  -4.7311,  -3.3404,  -6.1721,  -5.6180,  -6.5880
201509,  -7.8251,  -4.6470,  -4.7172,  -2.2242,  -2.8566,  -4.2145
201510,   5.0061,   6.5492,   5.7017,   8.0276,   8.4164,   6.4103
201511,   5.6571,   3.3696,   3.6571,   0.5054,  -0.2685,   1.6709
201512,  -3.8734,  -4.9166,  -6.8243,  -1.3060,  -2.2722,  -3.5730
201601, -14.1147,  -7.7170,  -6.9269,  -5.1637,  -5.1326,  -8.1763
201602,  -0.7099,   0.9076,   0.3780,   0.0215,   0.6254,  -2.2142
